category,group,filename,split,boxes
Normal,Group 32,Normal- (3651).jpg,val,2
Normal,Group 36,Normal- (3988).jpg,val,2
Normal,Group 36,Normal- (4021).jpg,val,2
Normal,Group 36,Normal- (4054).jpg,val,2
Normal,Group 45,Normal- (4838).jpg,val,1
Normal,Group 45,Normal- (4863).jpg,val,2
Normal,Group 45,Normal- (4889).jpg,val,2
Stone,Group 0,Stone- (14).jpg,val,2
Stone,Group 0,Stone- (21).jpg,val,2
Stone,Group 0,Stone- (7).jpg,val,2
Stone,Group 13,Stone- (206).jpg,val,2
Stone,Group 13,Stone- (207).jpg,val,2
Stone,Group 17,Stone- (236).jpg,val,2
Stone,Group 17,Stone- (238).jpg,val,2
Stone,Group 25,Stone- (582).jpg,val,2
Stone,Group 25,Stone- (586).jpg,val,2
Stone,Group 25,Stone- (591).jpg,val,2
Stone,Group 28,Stone- (697).jpg,val,2
Stone,Group 28,Stone- (705).jpg,val,2
Stone,Group 28,Stone- (713).jpg,val,2
Stone,Group 29,Stone- (723).jpg,val,2
Stone,Group 29,Stone- (724).jpg,val,2
Stone,Group 39,Stone- (862).jpg,val,2
Stone,Group 39,Stone- (864).jpg,val,2
Stone,Group 43,Stone- (926).jpg,val,2
Stone,Group 43,Stone- (930).jpg,val,2
Stone,Group 5,Stone- (134).jpg,val,2
Stone,Group 5,Stone- (137).jpg,val,2
Stone,Group 52,Stone- (1037).jpg,val,2
Stone,Group 52,Stone- (1054).jpg,val,2
Stone,Group 52,Stone- (1072).jpg,val,2
Tumor,Group 0,Tumor- (104).jpg,val,2
Tumor,Group 0,Tumor- (126).jpg,val,2
Tumor,Group 0,Tumor- (147).jpg,val,2
Tumor,Group 0,Tumor- (39).jpg,val,2
Tumor,Group 0,Tumor- (60).jpg,val,2
Tumor,Group 0,Tumor- (82).jpg,val,2
Tumor,Group 22,Tumor- (2139).jpg,val,1
Tumor,Group 22,Tumor- (2154).jpg,val,2
Tumor,Group 22,Tumor- (2168).jpg,val,2
Tumor,Group 22,Tumor- (2182).jpg,val,2
Tumor,Group 22,Tumor- (2196).jpg,val,2
Tumor,Group 22,Tumor- (2211).jpg,val,2
Tumor,Group 23,Tumor- (2240).jpg,val,2
Tumor,Group 23,Tumor- (2243).jpg,val,2
Tumor,Group 23,Tumor- (2245).jpg,val,2
Tumor,Group 23,Tumor- (2248).jpg,val,2
Tumor,Group 23,Tumor- (2250).jpg,val,2
Tumor,Group 23,Tumor- (2253).jpg,val,2
Tumor,Group 7,Tumor- (881).jpg,val,2
Tumor,Group 7,Tumor- (887).jpg,val,2
Tumor,Group 7,Tumor- (892).jpg,val,2
Tumor,Group 7,Tumor- (898).jpg,val,2
Tumor,Group 7,Tumor- (903).jpg,val,2
Tumor,Group 7,Tumor- (909).jpg,val,2
